latitude,longitude,nearest_drain_distance_km,drain_width_m,drain_depth_m,drain_length_km,drain_type,water_flow,drain_status,target,elevation_m
13.035,80.185,0.036799,1.12,1.12,0.356742,SWD,YES,GOOD,0,16.0
13.035,80.305,2.844084,0.95,0.95,0.203049,SWD,YES,GOOD,0,0.0
13.04,80.11,2.659754,0.6,0.6,0.393101,SWD,YES,GOOD,0,22.0
13.04,80.17,0.040308,0.72,0.72,0.154059,SWD,YES,GOOD,0,19.0
13.04,80.295,1.721797,0.95,0.95,0.203049,SWD,YES,GOOD,0,0.0
13.045,80.105,3.147053,0.6,0.6,0.393101,SWD,YES,GOOD,0,23.0
13.045,80.165,0.011707,1.27,1.27,0.83068,SWD,YES,GOOD,0,16.0
13.045,80.275,0.069403,0.9,0.9,0.30333,SWD,YES,GOOD,0,9.0
13.045,80.34,6.486035,1.5,1.5,0.16602,SWD,YES,GOOD,0,0.0
13.05,80.145,0.181071,0.6,0.6,0.043538,SWD,YES,GOOD,0,15.0
13.05,80.205,0.133149,1.44,1.44,1.036224,SWD,YES,GOOD,0,18.0
13.05,80.305,2.665518,1.5,1.5,0.16602,SWD,YES,GOOD,0,0.0
13.055,80.115,2.286933,0.6,0.6,0.393101,SWD,YES,GOOD,0,25.0
13.055,80.175,0.13216,0.82,0.82,0.212403,SWD,YES,GOOD,0,14.0
13.055,80.27,0.025051,0.75,0.75,0.234673,SWD,YES,GOOD,0,13.0
13.055,80.335,5.610295,1.33,1.33,0.827224,SWD,YES,GOOD,0,0.0
13.06,80.14,1.093811,0.45,0.45,0.831434,SWD,YES,GOOD,0,18.0
13.06,80.2,0.098699,1.72,1.72,0.28225,SWD,YES,GOOD,0,14.0
13.06,80.275,0.069474,1.5,1.5,0.403382,SWD,YES,GOOD,0,13.0
13.06,80.34,5.933096,1.33,1.33,0.827224,SWD,YES,GOOD,0,0.0
13.065,80.145,1.109,0.45,0.45,0.831434,SWD,YES,GOOD,0,16.0
13.065,80.205,0.435024,1.32,1.32,1.452209,SWD,YES,GOOD,0,12.0
13.065,80.27,0.101991,0.75,0.75,0.438658,SWD,YES,GOOD,0,11.0
13.065,80.33,4.727999,1.33,1.33,0.827224,SWD,YES,GOOD,0,0.0
13.07,80.135,2.192727,0.45,0.45,0.831434,SWD,YES,GOOD,0,14.0
13.07,80.195,0.275071,0.75,0.75,0.342605,SWD,YES,GOOD,0,13.0
13.07,80.26,0.100593,1.3,1.3,0.78145,SWD,YES,GOOD,0,13.0
13.07,80.32,3.528412,1.33,1.33,0.827224,SWD,YES,GOOD,0,0.0
13.075,80.125,2.791781,0.96,0.96,0.330573,SWD,YES,GOOD,0,19.0
13.075,80.19,0.123226,0.7,0.7,0.975158,SIDE_DRAIN,YES,GOOD,0,18.0
13.075,80.25,0.110555,1.62,1.62,0.584116,SWD,YES,GOOD,0,9.0
13.075,80.31,2.341429,1.33,1.33,0.827224,SWD,YES,GOOD,0,0.0
13.08,80.12,2.931602,0.96,0.96,0.330573,SWD,YES,GOOD,0,21.0
13.08,80.18,0.041908,1.47,1.47,0.359491,SWD,YES,GOOD,0,17.0
13.08,80.24,0.126942,1.05,1.05,0.436641,SWD,YES,GOOD,0,13.0
13.08,80.3,1.177394,1.33,1.33,0.827224,SWD,YES,GOOD,0,0.0
13.085,80.11,3.607001,0.97,0.97,1.41305,SIDE_DRAIN,YES,GOOD,0,25.0
13.085,80.17,0.007186,0.9,0.9,0.432003,SWD,YES,GOOD,0,17.0
13.085,80.23,0.198874,1.2,1.2,0.88672,SWD,YES,GOOD,0,14.0
13.085,80.295,0.595918,0.4,0.4,0.298092,SWD,YES,GOOD,0,0.0
13.09,80.1,4.484032,0.97,0.97,1.41305,SIDE_DRAIN,YES,GOOD,0,26.0
13.09,80.16,0.062525,0.45,0.45,0.172436,SIDE_DRAIN,YES,GOOD,0,18.0
13.09,80.22,0.033992,0.91,0.91,0.159721,SWD,YES,GOOD,0,14.0
13.09,80.285,0.005463,0.97,0.97,0.315811,SWD,YES,GOOD,0,11.0
13.09,80.345,5.605818,0.75,0.75,1.605529,SWD,YES,GOOD,0,0.0
13.095,80.15,0.060447,1.26,1.26,0.247139,SWD,YES,GOOD,0,19.0
13.095,80.23,0.098954,0.9,0.9,0.086774,SWD,YES,GOOD,0,14.0
13.095,80.29,0.171148,1.32,1.32,0.23478,SWD,YES,GOOD,0,16.0
13.095,80.35,5.967516,0.71,0.71,0.068336,SWD,YES,GOOD,0,0.0
13.1,80.155,0.120239,1.14,1.14,0.290147,SWD,YES,GOOD,0,14.0
13.1,80.255,0.08067,1.74,1.74,0.299335,SWD,YES,GOOD,0,6.0
13.1,80.315,2.208764,0.75,0.75,1.605529,SWD,YES,GOOD,0,0.0
13.105,80.12,2.366562,0.97,0.97,1.41305,SIDE_DRAIN,YES,GOOD,0,21.0
13.105,80.2,0.074206,1.38,1.38,0.168712,SWD,YES,GOOD,0,16.0
13.105,80.28,0.011506,1.09,1.09,0.505927,SWD,YES,GOOD,0,7.0
13.105,80.34,4.676239,0.71,0.71,0.068336,SWD,YES,GOOD,0,0.0
13.11,80.145,0.425077,0.6,0.6,0.21793,SIDE_DRAIN,YES,BAD,0,17.0
13.11,80.235,0.110605,1.16,1.16,0.188431,SWD,YES,GOOD,0,12.0
13.11,80.295,0.00928,1.2,1.2,0.186371,SWD,YES,GOOD,0,11.0
13.115,80.1,4.609316,0.75,0.75,0.569865,SWD,YES,GOOD,0,30.0
13.115,80.18,0.173035,1.2,1.2,0.117011,SIDE_DRAIN,YES,GOOD,0,13.0
13.115,80.255,0.105548,0.61,0.61,0.193745,SWD,YES,GOOD,0,9.0
13.115,80.315,1.945801,1.36,1.36,0.253995,SWD,YES,GOOD,0,0.0
13.12,80.12,2.477105,0.75,0.75,0.569865,SWD,YES,GOOD,0,25.0
13.12,80.21,0.005376,0.75,0.75,0.300747,SWD,YES,GOOD,0,15.0
13.12,80.27,0.224961,1.2,1.2,0.381797,SWD,YES,GOOD,0,3.0
13.12,80.33,3.477718,1.36,1.36,0.253995,SWD,YES,GOOD,0,0.0
13.125,80.14,0.617685,0.75,0.75,0.569865,SWD,YES,GOOD,0,22.0
13.125,80.23,0.034172,0.8,0.8,0.199013,SWD,YES,GOOD,0,12.0
13.125,80.29,0.107938,1.0,1.0,0.128583,SWD,YES,GOOD,0,12.0
13.125,80.35,5.659015,1.36,1.36,0.253995,SWD,YES,GOOD,0,0.0
13.13,80.16,0.129655,0.3,0.3,0.136897,SIDE_DRAIN,YES,BAD,0,24.0
13.13,80.255,0.051444,1.12,1.12,0.827357,SWD,YES,GOOD,0,10.0
13.13,80.315,1.99181,1.35,1.35,1.09466,SWD,YES,GOOD,0,0.0
13.135,80.125,2.395492,0.39,0.39,0.127403,SIDE_DRAIN,YES,GOOD,0,29.0
13.135,80.225,0.025863,0.75,0.75,0.398703,SWD,YES,GOOD,0,9.0
13.135,80.285,0.047247,1.25,1.25,1.347813,SIDE_DRAIN,YES,BAD,0,4.0
13.135,80.345,4.873297,0.7,0.7,0.131823,SWD,YES,GOOD,0,0.0
13.14,80.155,0.096005,0.4,0.4,0.177586,SIDE_DRAIN,YES,BAD,0,18.0
13.14,80.245,0.183539,0.75,0.75,0.265362,SWD,YES,GOOD,0,10.0
13.14,80.315,1.673121,0.8,0.8,0.330519,SWD,YES,GOOD,0,0.0
13.145,80.125,2.735225,0.4,0.4,0.542699,SIDE_DRAIN,YES,GOOD,0,23.0
13.145,80.2,0.049071,0.4,0.4,2.038782,SIDE_DRAIN,YES,GOOD,0,12.0
13.145,80.295,0.198181,1.18,1.18,0.25061,SWD,YES,GOOD,0,9.0
13.15,80.1,5.440882,0.4,0.4,0.542699,SIDE_DRAIN,YES,GOOD,0,23.0
13.15,80.165,1.412353,0.4,0.4,0.177586,SIDE_DRAIN,YES,BAD,0,13.0
13.15,80.25,0.682186,0.63,0.63,1.014272,SIDE_DRAIN,YES,GOOD,0,12.0
13.15,80.325,2.295312,0.75,0.75,0.365946,SWD,YES,GOOD,0,0.0
13.155,80.135,2.747958,0.4,0.4,0.542699,SIDE_DRAIN,YES,GOOD,0,18.0
13.155,80.195,0.792398,0.4,0.4,0.270762,SWD,YES,GOOD,0,21.0
13.155,80.285,1.428996,1.05,1.05,0.228712,SWD,YES,GOOD,0,4.0
13.155,80.35,4.613592,1.8,1.8,0.426807,SIDE_DRAIN,YES,GOOD,0,0.0
