latitude,longitude,zone,ward,remarks,inundation_depth_inches,flood_occurred,flood_risk_level,rainfall_mean_mm,rainfall_max_mm,rainfall_median_mm,flood_probability,elevation_m,nearest_drain_distance_km,drain_type,drain_width_m,drain_depth_m,water_flow,drain_status,drain_length_km,drainage_capacity_score
13.04747841,80.21900799,,,completely inundated,9.0,1,HIGH,13.65,348.1,5.45,15.0,16.0,0.03938817462084664,SWD,0.8,0.8,Yes,Good,0.059588,4.39
13.04405802,80.21764576,,,completely inundated,9.0,1,HIGH,13.65,348.1,5.45,15.0,14.0,0.07894694442051708,SWD,0.8,0.8,Yes,Good,0.084944,4.91
13.05184169,80.21855704,,,completely inundated covering entirely road,12.0,1,CRITICAL,13.65,348.1,5.45,20.0,14.0,0.0874357280306508,SWD,1.32,1.32,Yes,Good,0.130885,8.25
13.0509079,80.21579504,,,completely inundated covering entirely road,12.0,1,CRITICAL,13.65,348.1,5.45,20.0,17.0,0.09405391860982075,SWD,0.72,0.72,Yes,Good,0.47542100000000004,12.63
13.05013643,80.21369621,,,completely flooded bocking entire road,11.0,1,HIGH,13.65,348.1,5.45,18.33,16.0,0.054841048485885786,SWD,1.2,1.2,Yes,Good,0.268114,10.54
13.16460964,80.20662121,,,road damage and water stagnant,7.0,1,HIGH,13.65,348.1,5.45,11.67,15.0,0.17816383347940673,SWD,1.32,1.32,Yes,Good,0.242252,10.56
13.16327701,80.20877436,,,water stagnant and drainage water into the road,7.0,1,HIGH,13.65,348.1,5.45,11.67,11.0,0.15853039132520835,SWD,1.32,1.32,Yes,Good,0.242252,10.56
13.16212262,80.20877671,,,road damage,7.5,1,HIGH,13.65,348.1,5.45,12.5,12.0,0.19560562689390368,SWD,1.32,1.32,Yes,Good,0.242252,10.56
13.16246639,80.20876497,,,road damage and water stagnant,7.5,1,HIGH,13.65,348.1,5.45,12.5,12.0,0.1747267468751652,SWD,1.32,1.32,Yes,Good,0.242252,10.56
13.16081641,80.20790633,,,road damage and water stagnant,9.0,1,HIGH,13.65,348.1,5.45,15.0,13.0,0.26800393261455485,SWD,1.32,1.32,Yes,Good,0.242252,10.56
13.15282364,80.20872172,,,water stagnant,9.0,1,HIGH,13.65,348.1,5.45,15.0,13.0,0.40028044217826075,Side Drain,0.39,0.39,Yes,Good,0.231851,6.07
13.1449155,80.22320095,,,water stagnant and road damage,11.0,1,HIGH,13.65,348.1,5.45,18.33,10.0,0.07449503088062327,Side Drain,1.18,1.18,Yes,Bad,0.110092,7.18
13.14405618,80.25435783,,,water stagnant and drainage water into the road and road closed,13.0,1,CRITICAL,13.65,348.1,5.45,21.67,7.0,0.0845508428577106,SWD,0.75,0.75,Yes,Good,0.43206,11.87
13.14471961,80.25442421,,,water stagnant,9.5,1,HIGH,13.65,348.1,5.45,15.83,6.0,0.1273912282201436,SWD,0.75,0.75,Yes,Good,0.43206,11.87
13.15392127,80.25701355,,,water stagnant,11.0,1,HIGH,13.65,348.1,5.45,18.33,5.0,0.37347514155646516,SWD,0.8,0.8,Yes,Good,0.244646,8.22
13.15396535,80.25743734,,,water stagnant,8.5,1,HIGH,13.65,348.1,5.45,14.17,5.0,0.345591654977257,SWD,0.8,0.8,Yes,Good,0.244646,8.22
13.15609627,80.26105799,,,,7.5,1,HIGH,13.65,348.1,5.45,12.5,4.0,0.08423320501598097,SWD,0.79,0.79,Yes,Good,0.075479,4.67
13.15319551,80.25757045,,,water stagnant,10.0,1,HIGH,13.65,348.1,5.45,16.67,7.0,0.4177067610987469,SWD,0.8,0.8,Yes,Good,0.244646,8.22
13.15147332,80.25796104,,,water stagnant,11.0,1,HIGH,13.65,348.1,5.45,18.33,10.0,0.591571461417457,SWD,0.8,0.8,Yes,Good,0.244646,8.22
13.14891401,80.25815751,,,water stagnant,11.0,1,HIGH,13.65,348.1,5.45,18.33,11.0,0.6238784642787507,SWD,0.75,0.75,Yes,Good,0.162164,6.28
13.14999239,80.25844619,,,water stagnant,15.0,1,CRITICAL,13.65,348.1,5.45,25.0,8.0,0.7404635683258132,SWD,0.79,0.79,Yes,Good,0.075479,4.67
13.13087859,80.2007921,,,water stagnant,13.0,1,CRITICAL,13.65,348.1,5.45,21.67,11.0,0.175093672445331,SWD,1.6,1.6,Yes,Good,0.239244,11.78
13.13325688,80.1941523,,,water stagnant,10.0,1,HIGH,13.65,348.1,5.45,16.67,11.0,0.4317900703024707,SWD,0.75,0.75,Yes,Good,0.236521,7.82
13.12972731,80.19382339,,,,11.0,1,HIGH,13.65,348.1,5.45,18.33,11.0,0.17539482413728397,SWD,0.75,0.75,Yes,Good,0.15791000000000002,6.19
13.14536116,80.2189292,,,water stagnant,9.5,1,HIGH,13.65,348.1,5.45,15.83,9.0,0.380135931054971,Side Drain,1.18,1.18,Yes,Bad,0.130641,7.6
13.14618686,80.21778021,,,water stagnant,11.0,1,HIGH,13.65,348.1,5.45,18.33,9.0,0.5259414433425132,Side Drain,1.18,1.18,Yes,Bad,0.130641,7.6
13.14198196,80.1855481,,,water stagnant,9.0,1,HIGH,13.65,348.1,5.45,15.0,15.0,0.5500557094246338,Side Drain,1.2,1.2,Yes,Good,0.9714860000000001,25.1
13.14069426,80.18615294,,,water stagnant,9.5,1,HIGH,13.65,348.1,5.45,15.83,14.0,0.4514888613161705,Side Drain,1.2,1.2,Yes,Good,0.9714860000000001,25.1
13.1321301,80.1708952,,,water stagnant,11.0,1,HIGH,13.65,348.1,5.45,18.33,21.0,0.22876004510206366,Side Drain,0.3,0.3,Yes,Good,0.186059,4.71
13.12221384,80.16743749,,,water stagnant and water from the park lake,10.0,1,HIGH,13.65,348.1,5.45,16.67,15.0,0.0976445676270779,Side Drain,1.25,1.25,Yes,Bad,0.114319,7.59
13.1195037,80.16857006,,,water stagnant and drainage water into the road,9.0,1,HIGH,13.65,348.1,5.45,15.0,15.0,0.20500972665611097,SWD,0.4,0.4,Yes,Good,0.46701200000000004,10.98
13.11734406,80.16902804,,,water stagnant and damage roads,8.0,1,HIGH,13.65,348.1,5.45,13.33,15.0,0.3160219665166243,Side Drain,0.4,0.4,Yes,Good,0.47006400000000004,11.05
13.12338344,80.20153608,,,water stagnant,10.0,1,HIGH,13.65,348.1,5.45,16.67,12.0,0.17321710063193194,SWD,0.75,0.75,Yes,Good,0.5650940000000001,14.62
13.01543879,80.18901352,,,Water stagnant,5.0,1,MODERATE,13.65,348.1,5.45,8.33,17.0,0.13107377327617067,SWD,0.7,0.7,Yes,Good,0.710384,17.4
13.01595361,80.18160861,,,Water flow,5.0,1,MODERATE,13.65,348.1,5.45,8.33,11.0,0.19452686948052136,SWD,1.4,1.4,Yes,Good,0.017741,6.28
13.100092,80.16768359,,,water stagnant,8.0,1,HIGH,13.65,348.1,5.45,13.33,17.0,0.1701484779863305,SWD,2.16,2.16,Yes,Good,0.868365,27.37
13.09961687,80.17087173,,,,5.0,1,MODERATE,13.65,348.1,5.45,8.33,20.0,0.18529364835952253,SWD,1.97,1.97,Yes,Good,0.257354,13.85
13.0995692,80.17204821,,,water stagnant,10.0,1,HIGH,13.65,348.1,5.45,16.67,20.0,0.1411753989554511,SWD,1.28,1.28,Yes,Good,0.6365940000000001,18.53
13.10198468,80.21483783,,,water stagnant,12.0,1,CRITICAL,13.65,348.1,5.45,20.0,15.0,0.0812502590763412,SWD,0.83,0.83,Yes,Good,0.147736,6.35
13.1026208,80.20937316,,,water stagnant,8.0,1,HIGH,13.65,348.1,5.45,13.33,14.0,0.1176456067773222,SWD,0.93,0.93,Yes,Good,0.199584,7.88
13.10560967,80.20929169,,,water stagnant,7.0,1,HIGH,13.65,348.1,5.45,11.67,17.0,0.10789288406125024,SWD,0.66,0.66,Yes,Good,0.11915300000000001,4.98
13.10556951,80.21083999,,,water stagnant,8.0,1,HIGH,13.65,348.1,5.45,13.33,15.0,0.061689340435740155,SWD,0.91,0.91,Yes,Good,0.12801200000000001,6.31
13.10585295,80.20727534,,,water stagnant,9.0,1,HIGH,13.65,348.1,5.45,15.0,14.0,0.022533220611371245,SWD,1.05,1.05,Yes,Good,0.009633000000000001,4.5
13.10530468,80.20719118,,,water stagnant,12.0,1,CRITICAL,13.65,348.1,5.45,20.0,15.0,0.030965720068212903,SWD,0.92,0.92,Yes,Good,0.005089,3.81
13.10560053,80.20713653,,,water stagnant,12.0,1,CRITICAL,13.65,348.1,5.45,20.0,15.0,0.013603388799663685,SWD,0.59,0.59,Yes,Good,0.020661,2.62
13.11413949,80.19854844,,,water stagnant,8.0,1,HIGH,13.65,348.1,5.45,13.33,13.0,0.2083462581772203,SWD,1.32,1.32,Yes,Good,0.32911,12.35
